system:index,POINT_ID,VH_20250101,VH_20250111,VH_20250121,VH_20250131,VH_20250210,VH_20250220,VH_20250302,VH_20250312,VH_20250322,VH_20250401,VH_20250411,VH_20250421,VH_20250501,VH_20250511,VH_20250521,VH_20250531,VH_20250610,VH_20250620,VH_20250630,VH_20250710,VH_20250720,VV_20250101,VV_20250111,VV_20250121,VV_20250131,VV_20250210,VV_20250220,VV_20250302,VV_20250312,VV_20250322,VV_20250401,VV_20250411,VV_20250421,VV_20250501,VV_20250511,VV_20250521,VV_20250531,VV_20250610,VV_20250620,VV_20250630,VV_20250710,VV_20250720,crop,.geo
200,206,,,,,,,,,,-20.88422255092758,-20.48579102265187,,-25.929248711512926,-22.939667624163903,-25.443229827791157,-27.381401305709797,-18.303750745133048,-22.54613607714229,-17.631736336001083,-20.547871641054027,-21.886786834459638,,,,,,,,,,-6.854577006673244,-6.332233517258256,,-13.258842646550038,-12.078182704117443,-10.462804639570717,-12.217843599560537,-8.208246604475393,-11.383788435500719,-8.509603582782509,-12.24091568344508,-15.234905724148879,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.66576,51.598159977319035],[70.66567907235469,51.59815281419391],[70.66560458662154,51.59813189500978],[70.66554247191411,51.59809888495108],[70.66549767257472,51.59805641164136],[70.66547375460098,51.59800785597729],[70.66547262180181,51.59795708300272],[70.66549436427353,51.59790813424702],[70.66553725125134,51.59786490601931],[70.66559786889832,51.597830839265825],[70.6656713920572,51.59780864567708],[70.66575196833062,51.59780009184456],[70.66583318391754,51.59780585864563],[70.66590857412984,51.59782548704815],[70.66597213795892,51.59785741464779],[70.66601881573958,51.597899100030276],[70.66604489189454,51.59794722506084],[70.66604829070249,51.59799795900109],[70.66602874154404,51.59804726343127],[70.66598780046613,51.59809121370801],[70.66592872634145,51.598126311369185],[70.66585622147363,51.598149762617844],[70.6657760572929,51.59815970071562],[70.66576,51.598159977319035]]]}"
201,207,,,,,,,,,,-21.4817981764788,-18.690407212382315,,-29.33630521791845,-37.65088884336084,-24.633023449696275,-27.13558542263912,-20.741070003968897,-22.16672660292818,-16.47032727517329,-18.000991694866993,-23.419116526077648,,,,,,,,,,-14.674936107817008,-13.65455641652218,,-18.148669233708695,-15.22197483056021,-11.23366079550796,-13.71591137243106,-9.852531791830426,-15.065093087150972,-11.82127956123718,-11.487299110550035,-14.307099612370289,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.676774,51.581474977319026],[70.67669310207225,51.58146781419392],[70.67661864369109,51.58144689500984],[70.6765565517928,51.58141388495119],[70.67651176890406,51.581371411641534],[70.67648785971308,51.58132285597749],[70.67648672732969,51.581272083002915],[70.67650846181719,51.581223134247196],[70.6765513330464,51.581179906019436],[70.67661192843404,51.58114583926588],[70.67668542459467,51.581123645677096],[70.6767659712799,51.58111509184455],[70.67684715704388,51.58112085864563],[70.67692251957232,51.5811404870482],[70.6769860600602,51.581172414647895],[70.67703272070028,51.58121410003044],[70.67705878727968,51.58126222506105],[70.67706218483936,51.581312959001295],[70.67704264285936,51.58136226343144],[70.67700171681531,51.581406213708135],[70.67694266438322,51.58144131136925],[70.67687018613998,51.581464762617856],[70.67679005139647,51.58147470071562],[70.676774,51.581474977319026]]]}"
202,208,,,,,,,,,,-23.750843150448535,-21.155054953441027,,-26.73068998824649,-29.094820421161348,-29.552848641469918,-25.98490324741338,-19.06749213166766,-22.18686473262203,-17.567734874466847,-22.824571699522732,-19.905028907635433,,,,,,,,,,-12.860140407314223,-12.323065132241227,,-13.052977527584043,-10.304563607508372,-7.277946060421978,-13.722735014047712,-10.572219543535478,-15.160679299272001,-11.897438044086703,-15.523568972951054,-17.226672133697146,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.666051,51.577971977319045],[70.66597010830779,51.57796481419394],[70.66589565566578,51.57794389500986],[70.66583356855347,51.57791088495123],[70.66578878911652,51.577868411641575],[70.66576488176838,51.57781985597755],[70.66576374947223,51.57776908300297],[70.66578548228443,51.577720134247244],[70.6658283502092,51.57767690601948],[70.66588894092622,51.5776428392659],[70.66596243142187,51.57762064567711],[70.66604297189873,51.577612091844564],[70.66612415140507,51.577617858645645],[70.66619950812472,51.57763748704822],[70.66626304371499,51.577669414647936],[70.66630970075852,51.577711100030484],[70.66633576532871,51.5777592250611],[70.66633916262647,51.57780995900135],[70.66631962215271,51.5778592634315],[70.66627869926316,51.577903213708176],[70.66621965138275,51.57793831136928],[70.66614717872604,51.57796176261788],[70.66606705015923,51.57797170071563],[70.666051,51.577971977319045]]]}"
203,209,,,,,,,,,,-23.174223223885335,-23.239223281105794,,-23.722454413514313,-21.626543223951444,-17.984776321722535,-24.283306575457758,-17.256517640088376,-20.09155062977897,-16.437117862925987,-17.485374801387213,-15.331590363893254,,,,,,,,,,-14.566420774070586,-13.679246615951813,,-16.773325710693378,-14.036597467853657,-12.938019076359328,-13.846698227632364,-9.61958280818616,-12.040477205857375,-10.597593371497593,-10.326035027975564,-11.882882568488126,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.678808,51.561582977319034],[70.67872713746434,51.56157581419395],[70.67865271165795,51.56155489500992],[70.67859064692416,51.56152188495134],[70.67854588362731,51.56147941164174],[70.67852198489611,51.561430855977754],[70.6785208530079,51.56138008300317],[70.67854257798662,51.561331134247425],[70.6785854304601,51.56128790601959],[70.678645999338,51.56125383926597],[70.67871946334509,51.561231645677125],[70.67879997479235,51.56122309184456],[70.67888112503876,51.561228858645656],[70.67895645459717,51.561248487048275],[70.6790199672869,51.561280414648046],[70.67906660751343,51.56132210003065],[70.67909266268883,51.5613702250613],[70.67909605876191,51.56142095900155],[70.67907652533108,51.56147026343167],[70.67903561719157,51.56151421370829],[70.67897659059422,51.56154931136934],[70.67890414405946,51.561572762617885],[70.67882404437412,51.56158270071563],[70.678808,51.561582977319034]]]}"
204,210,,,,,,,,,,-20.438985005120397,-19.50153592258096,,-22.153131178807673,-20.775690456317104,-22.39092822058067,-20.48520476095633,-16.65884019402325,-21.205826339138483,-17.26067668566372,-20.705793757945216,-20.999300290911115,,,,,,,,,,-10.693297712534655,-10.243366126030953,,-11.200139192261917,-12.057224159472504,-10.606472771478982,-12.560837947915742,-9.512492297631251,-13.880563165477001,-12.167006175034844,-15.237009078182458,-13.999183102431646,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.665188,51.56212097731903],[70.66510713650764,51.56211381419396],[70.66503270982074,51.56209289500992],[70.66497064435268,51.562059884951346],[70.66492588052623,51.56201741164175],[70.66490198151229,51.561968855977746],[70.6649008496107,51.56191808300317],[70.66492257484646,51.56186913424742],[70.66496542782691,51.56182590601959],[70.66502599742142,51.561791839265965],[70.66509946229763,51.56176964567713],[70.66517997469741,51.56176109184456],[70.66526112590388,51.56176685864566],[70.6653364563535,51.56178648704827],[70.66539996979465,51.561818414648044],[70.66544661057299,51.56186010003064],[70.66547266605664,51.561908225061295],[70.6654760621699,51.56195895900155],[70.66545652850797,51.56200826343167],[70.66541561988448,51.56205221370829],[70.66535659258881,51.562087311369346],[70.66528414519694,51.5621107626179],[70.66520404456395,51.562120700715624],[70.665188,51.56212097731903]]]}"
205,211,,,,,,,,,,-22.577816200256347,-22.751826336056574,,-22.949138474183925,-19.927785942601222,-20.942676170199526,-20.655080393248916,-16.356263873530366,-21.107365040872608,-17.08428644629086,-19.688661775214996,-21.455887168809475,,,,,,,,,,-11.838008724100447,-9.899138727375107,,-12.073470827925437,-12.05827179777856,-10.37880252080805,-8.83359447741041,-6.17135858704062,-11.81902881267024,-9.114109977553872,-13.858270749671785,-14.567022110247143,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.670967,51.553317977319026],[70.67088615215755,51.553310814193956],[70.67081173987476,51.553289895009954],[70.67074968641847,51.5532568849514],[70.67070493125529,51.553214411641825],[70.67068103686653,51.55316585597785],[70.6706799051839,51.55311508300328],[70.670701626215,51.5530661342475],[70.67074447090194,51.553022906019656],[70.67080502877418,51.55298883926601],[70.67087847943255,51.55296664567713],[70.67095897625056,51.55295809184456],[70.67104011175167,51.552963858645654],[70.67111542762238,51.5529834870483],[70.67117892877157,51.55301541464811],[70.6712255605233,51.55305710003073],[70.67125161096426,51.5531052250614],[70.67125500642017,51.55315595900166],[70.67123547653857,51.55320526343177],[70.67119457583223,51.55324921370836],[70.6711355599603,51.553284311369374],[70.6710631265895,51.55330776261791],[70.67098304145877,51.553317700715624],[70.670967,51.553317977319026]]]}"
206,212,,,,,,,,,,-23.36945263070626,-22.34384232188693,,-28.198316719692954,-28.312573218457928,-27.800452860782812,-26.39528902209535,-19.246341239339326,-22.470006658293578,-19.46603911375887,-19.518834304210717,-23.910003778511538,,,,,,,,,,-15.354671264368475,-13.80581969986531,,-15.800047032125706,-16.135865736045115,-13.59156947588808,-13.381284068667533,-10.665112335509745,-15.401501227398308,-11.585498296110373,-15.485037382393843,-15.311091136333518,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.658363,51.536422977319035],[70.65828218217102,51.53641581419397],[70.65820779751257,51.53639489501001],[70.65814576709252,51.536361884951525],[70.6581010285438,51.536319411642005],[70.65807714302524,51.53627085597807],[70.65807601176253,51.536220083003485],[70.65809772472993,51.536171134247695],[70.65814055351147,51.53612790601978],[70.65820108890273,51.53609383926607],[70.65827451229399,51.536071645677154],[70.6583549792292,51.53606309184456],[70.6584360846104,51.53606885864568],[70.65851137252163,51.53608848704836],[70.65857485009721,51.536120414648224],[70.65862146453769,51.536162100030914],[70.65864750530775,51.536210225061616],[70.65865089950294,51.536260959001865],[70.6586313768713,51.53631026343196],[70.6585904913485,51.53635421370849],[70.65853149738516,51.53638931136945],[70.65845909090403,51.53641276261793],[70.65837903550363,51.53642270071562],[70.658363,51.536422977319035]]]}"
207,213,,,,,,,,,,-20.382061000895842,-19.949620765269838,,-31.80564267070178,-27.95956774858329,-27.2098102389924,-22.69979479436411,-19.58680946448909,-23.333849273633735,-19.607125619891303,-23.409543162425237,-21.477009750423104,,,,,,,,,,-12.573763520601595,-10.087312863797559,,-15.579907771556682,-13.64062681490062,-11.445141829538573,-13.735902342167531,-10.015759802033054,-16.651311793918705,-13.47941083754625,-15.193804179480543,-14.867992653202979,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.67742,51.523262977319035],[70.67733920552908,51.523255814194],[70.67726484236933,51.52323489501007],[70.6772028298773,51.52320188495162],[70.67715810425882,51.52315941164215],[70.67713422564351,51.52311085597823],[70.6771330947076,51.523060083003664],[70.6771548013994,51.52301113424783],[70.67719761780253,51.522967906019886],[70.67725813569791,51.52293383926613],[70.67733153786848,51.522911645677176],[70.67741198154735,51.52290309184456],[70.67749306348767,51.522908858645685],[70.67756832963934,51.52292848704841],[70.67763178886871,51.52296041464831],[70.67767838983666,51.52300210003104],[70.67770442308031,51.52305022506178],[70.67770781629437,51.52310095900204],[70.67768829930502,51.52315026343209],[70.67764742559883,51.52319421370861],[70.6775884486859,51.52322931136951],[70.67751606313172,51.52325276261795],[70.67743603086902,51.52326270071563],[70.67742,51.523262977319035]]]}"
208,214,,,,,,,,,,-22.49045250006349,-20.205793376619383,,-29.307621163170747,-29.12086445412528,-25.655211929530925,-26.118832482065606,-17.412228293414202,-21.186255056139764,-17.872275066282146,-20.44876428029488,-21.755750860526813,,,,,,,,,,-10.927841569116232,-9.997282551362071,,-15.222198796108499,-14.234545373027528,-14.752386699972257,-14.59352877844304,-10.58185701407675,-15.32825152609603,-13.70838460613397,-16.19589536402948,-15.91090250080771,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.679388,51.522128977319035],[70.67930720754103,51.522121814193994],[70.67923284623306,51.52210089501007],[70.67917083528523,51.52206788495163],[70.67912611078052,51.52202541164215],[70.6791022327598,51.521976855978245],[70.67910110185205,51.52192608300367],[70.67912280800333,51.521877134247845],[70.67916562334024,51.5218339060199],[70.6792261397286,51.52179983926613],[70.67929954007134,51.52177764567717],[70.67937998174702,51.52176909184456],[70.67946106166828,51.5217748586457],[70.67953632594569,51.5217944870484],[70.67959978359482,51.521826414648324],[70.67964638340231,51.52186810003105],[70.67967241599769,51.521916225061794],[70.67967580912723,51.52196695900204],[70.67965629262387,51.52201626343211],[70.67961541993553,51.522060213708606],[70.6795564444912,51.52209531136951],[70.67948406073957,51.52211876261796],[70.67940403046983,51.522128700715626],[70.679388,51.522128977319035]]]}"
209,215,,,,,,,,,,-22.252848171239368,-23.995100942705513,,-30.62232997841212,-28.60093897042639,-27.268630822966813,-23.266894529829674,-18.916445164546868,-21.55002054382301,-18.187295796893146,-20.796855571058348,-21.736981399942795,,,,,,,,,,-14.755559950605605,-12.76114447192073,,-18.95373134399988,-14.717335159022179,-15.594168192074623,-13.884895008497564,-11.422175511504632,-13.974448135827496,-13.038302253186414,-15.152321980883977,-14.954336984190737,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.68211600000001,51.529372977319035],[70.68203519468648,51.52936581419399],[70.68196082154724,51.52934489501004],[70.68189880073317,51.52931188495158],[70.6818540691126,51.529269411642076],[70.68183018729285,51.52922085597816],[70.68182905620525,51.52917008300358],[70.68185076581013,51.52912113424777],[70.6818935879592,51.529077906019836],[70.68195411397602,51.5290438392661],[70.68202752599703,51.529021645677176],[70.68210798047129,51.52901309184456],[70.68218907329266,51.529018858645685],[70.68226434954492,51.52903848704839],[70.68232781729044,51.529070414648274],[70.68237442451222,51.52911210003098],[70.68240046124957,51.5291602250617],[70.68240385491907,51.529210959001965],[70.6823843353106,51.52926026343203],[70.68234345611926,51.52930421370855],[70.68228447129165,51.52933931136948],[70.68221207602339,51.52936276261794],[70.68213203302037,51.529372700715626],[70.68211600000001,51.529372977319035]]]}"
210,216,,,,,,,,,,-22.085232417162498,-22.311257718381697,,-29.86083213548997,-35.98502190851729,-26.895183146478793,-22.559863902530587,-17.774778812370318,-21.23444723667127,-19.31439810044013,-20.4917326618264,-22.58230952517602,,,,,,,,,,-14.652313719257377,-12.670052314771752,,-17.41363133455336,-14.517174292610548,-13.1656414308946,-12.321636123702074,-10.007542934600867,-14.535971285150767,-15.27892425988623,-13.479752832689677,-16.15408501371831,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.684892,51.52815297731904],[70.68481119685178,51.52814581419399],[70.68473682570543,51.528124895010045],[70.68467480655328,51.52809188495159],[70.68463007613133,51.528049411642094],[70.68460619495151,51.52800085597818],[70.68460506389421,51.5279500830036],[70.68462677291734,51.527901134247784],[70.68466959391895,51.52785790601985],[70.68473011831391,51.527823839266105],[70.68480352836778,51.52780164567717],[70.6848839806862,51.52779309184456],[70.6849650713346,51.52779885864569],[70.68504034556977,51.527818487048386],[70.6851038116146,51.527850414648285],[70.68515041758748,51.527892100030996],[70.68517645362715,51.52794022506172],[70.68517984720569,51.527990959001976],[70.68516032812026,51.52804026343205],[70.6851194500243,51.52808421370856],[70.68506046677727,51.528119311369494],[70.68498807344892,51.528142762617954],[70.68490803259076,51.52815270071563],[70.684892,51.52815297731904]]]}"
211,217,,,,,,,,,,-21.203459536252073,-20.7518878044142,,-25.717812888096798,-22.72740163233939,-21.969721719555107,-23.743084331420032,-18.43288997179038,-21.23953943889348,-20.89255120347094,-23.116133007074357,-20.858148567691103,,,,,,,,,,-13.331042054179898,-10.663550024688162,,-14.710944549338144,-13.160660760431323,-11.35759023674271,-12.113277828831924,-9.793173021328172,-12.873007821313548,-12.564670306527523,-12.907362126449396,-16.2244933676668,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.662417,51.49861297731904],[70.6623362492333,51.498605814194015],[70.66226192629883,51.49858489501015],[70.66219994735108,51.4985518849518],[70.6621552459258,51.49850941164241],[70.66213138022687,51.49846085597854],[70.66213024990242,51.498410083003975],[70.66215194485225,51.49836113424809],[70.66219473809468,51.49831790602007],[70.66225522325429,51.49828383926622],[70.66232858571979,51.49826164567721],[70.66240898588474,51.49825309184456],[70.66249002396589,51.49825885864571],[70.66256524940422,51.49827848704849],[70.6626286743068,51.49831041464847],[70.66267525006691,51.4983521000313],[70.66270126922825,51.498400225062085],[70.66270466060655,51.498450959002355],[70.66268515417423,51.49850026343237],[70.66264430257762,51.49854421370879],[70.66258535756691,51.49857931136962],[70.66251301116824,51.49860276261799],[70.66243302219745,51.49861270071563],[70.662417,51.49861297731904]]]}"
212,218,,,,,,,,,,-18.80587094253486,-23.757333894189042,,-29.974037381257787,-29.342844314455565,-21.38320406461781,-23.671682623964532,-20.861586094837197,-27.777123868068212,-25.676007330254084,-26.112296048354654,-27.81209021238943,,,,,,,,,,-13.014855239214686,-13.650540038586968,,-17.76867942985765,-15.723845308970022,-13.647141736425729,-14.041558426251743,-10.053345053395024,-15.101943969913483,-14.611040431814816,-13.061235713846587,-13.651625994185476,всходы пшеницы,"{""type"":""Polygon"",""coordinates"":[[[70.655205,51.49885497731903],[70.65512424880453,51.49884781419401],[70.65504992547541,51.49882689501015],[70.65498794619859,51.498793884951795],[70.65494324453597,51.498751411642395],[70.6549193787103,51.49870285597852],[70.65491824837987,51.49865208300396],[70.65493994344489,51.49860313424809],[70.65498273691453,51.49855990602006],[70.6550432223953,51.498525839266215],[70.65511658525034,51.4985036456772],[70.65519698584217,51.49849509184457],[70.6552780243536,51.498500858645706],[70.65535325019135,51.49852048704848],[70.6554166754307,51.49855241464847],[70.65546325143812,51.498594100031276],[70.65548927073762,51.49864222506208],[70.65549266213392,51.498692959002334],[70.65547315559802,51.498742263432355],[70.65543230378451,51.49878621370878],[70.65537335846082,51.4988213113696],[70.655301011678,51.49884476261798],[70.6552210222825,51.498854700715626],[70.655205,51.49885497731903]]]}"
213,219,,,,,,,,,,-20.556018255675944,-23.156162085015637,,-31.419903757629935,-33.05276143553221,-29.128424926796882,-26.043207470253506,-16.597031921858576,-22.394243415049594,-17.59727017100411,-20.832947499408764,-22.91215801746187,,,,,,,,,,-14.350844048692972,-11.938627304654199,,-15.46963548970218,-16.721434551124055,-13.584569455789772,-12.198842500029574,-8.999855482838909,-16.106045160750035,-10.964171732319652,-14.674767462268504,-15.567251173511181,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.681926,51.484587977319045],[70.68184527407173,51.48458081419403],[70.68177097399847,51.48455989501021],[70.68170901411497,51.484526884951904],[70.68166432643943,51.48448441164255],[70.68164046808124,51.484435855978724],[70.68163933810433,51.48438508300415],[70.68166102638082,51.48433613424825],[70.68170380646033,51.48429290602017],[70.68176427301522,51.48425883926628],[70.68183761291513,51.48423664567723],[70.68191798834978,51.48422809184458],[70.68199900150445,51.48423385864573],[70.68207420380415,51.48425348704854],[70.68213760919781,51.48428541464858],[70.68218417063153,51.48432710003144],[70.68221018178947,51.48437522506226],[70.68221357212444,51.48442595900253],[70.68219407169198,51.48447526343253],[70.68215323266092,51.48451921370891],[70.68209430578122,51.484554311369685],[70.68202198163581,51.48457776261801],[70.68194201726911,51.484587700715636],[70.681926,51.484587977319045]]]}"
214,220,,,,,,,,,,-19.651528139506503,-22.478652507940343,,-32.43434736997435,-24.778317121828078,-21.561113189811344,-27.690705958112556,-21.23844024099845,-25.919754435456507,-26.542043819874028,-27.133647391112717,-27.789723338701815,,,,,,,,,,-13.218030340625104,-13.368621771011485,,-17.802566612561858,-14.96570259873238,-10.634211063854064,-11.690458554394153,-6.5786300274464145,-16.511694108316476,-14.871645629863298,-13.86814342200839,-13.80216735361037,пшеница всходы,"{""type"":""Polygon"",""coordinates"":[[[70.658016,51.472798977319044],[70.65793529493463,51.472791814194046],[70.65786101406351,51.47277089501025],[70.65779907019291,51.47273788495199],[70.65775439406639,51.472695411642675],[70.65773054187402,51.472646855978866],[70.657729412189,51.4725960830043],[70.65775109486027,51.47254713424838],[70.65779386388365,51.47250390602027],[70.65785431481163,51.47246983926633],[70.65792763575769,51.47244764567725],[70.65800799042029,51.47243909184457],[70.65808898263809,51.47244485864574],[70.65816416550267,51.47246448704858],[70.65822755450988,51.47249641464866],[70.65827410391026,51.472538100031564],[70.65830010834577,51.47258622506241],[70.65830349780443,51.47263695900268],[70.65828400241152,51.472686263432664],[70.65824317393482,51.472730213709],[70.65818426228414,51.472765311369734],[70.65811195683021,51.47278876261803],[70.65803201312958,51.472798700715636],[70.658016,51.472798977319044]]]}"
215,221,,,,,,,,,,-19.123980504373808,-23.847445788397525,,-31.599707991101205,-33.421770895825986,-29.88883833843078,-26.711417427100425,-18.876628784389325,-20.30953191845176,-17.440872279046445,-20.74868342331277,-17.973523424090533,,,,,,,,,,-13.766510772892255,-13.053570281488271,,-12.841595882756435,-14.42219284083822,-15.023411601612217,-14.954397122361588,-9.9606482117403,-15.759199036325862,-12.497419933060785,-14.080264004640886,-15.362251254410225,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.677958,51.47245297731904],[70.67787729554672,51.472445814194046],[70.677803015239,51.47242489501025],[70.67774107183821,51.472391884951996],[70.67769639605051,51.472349411642675],[70.67767254403904,51.472300855978865],[70.67767141436259,51.4722500830043],[70.67769309686942,51.47220113424838],[70.67773586556842,51.47215790602027],[70.67779631603791,51.472123839266324],[70.6778696364279,51.47210164567724],[70.67794999048107,51.47209309184456],[70.67803098208459,51.47209885864574],[70.67810616437895,51.472118487048576],[70.6781695529054,51.47215041464867],[70.67821610195273,51.472192100031556],[70.67824210619101,51.47224022506241],[70.67824549562395,51.47229095900268],[70.67822600037891,51.472340263432656],[70.67818517221185,51.472384213709006],[70.67812626100799,51.472419311369734],[70.67805395610245,51.47244276261802],[70.67797401300815,51.472452700715635],[70.677958,51.47245297731904]]]}"
216,222,,,,,,,,,,-19.66974696457913,-22.265322393430463,,-28.603675425625873,-33.05848465677099,-26.397435966768725,-27.561040427944498,-20.105301912960996,-24.148052758768102,-19.240847419312004,-21.761516729023555,-21.75796775106593,,,,,,,,,,-12.22555062347352,-11.05648719480625,,-15.502135567295419,-17.059799566259564,-11.485404677199195,-12.737795168471408,-9.534067344759116,-14.439829923687784,-11.077968387210687,-15.745870306821757,-16.285070010888102,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.70746,51.47103797731904],[70.70737929804983,51.471030814194044],[70.70730502004595,51.471009895010255],[70.70724307856638,51.470976884951995],[70.70719840416432,51.4709344116427],[70.70717455289261,51.470885855978885],[70.70717342325119,51.47083508300432],[70.70719510508549,51.4707861342484],[70.707237872458,51.47074290602028],[70.70729832105259,51.47070883926634],[70.70737163916851,51.47068664567724],[70.70745199072947,51.47067809184457],[70.70753297982101,51.470683858645735],[70.70760815978356,51.47070348704858],[70.70767154634399,51.47073541464867],[70.70771809394756,51.47077710003157],[70.7077440973793,51.47082522506243],[70.7077474867071,51.4708759590027],[70.7077279920667,51.47092526343266],[70.70768716516594,51.470969213709004],[70.70762825578925,51.47100431136975],[70.70755595312629,51.471027762618036],[70.70747601251149,51.471037700715634],[70.70746,51.47103797731904]]]}"
217,223,,,,,,,,,,-17.458679094024443,-21.332524128727634,,-29.831684358126978,-28.356006718524185,-28.19524600559642,-26.672229061557214,-18.0591017248586,-26.004186971662556,-19.44003863423565,-22.287444029144492,-21.596600515872844,,,,,,,,,,-12.264219956964224,-11.1700325429615,,-15.117947100189175,-15.625164505356773,-15.486022990210834,-11.63202625645271,-8.807454589585445,-14.852816641623184,-10.233713409640954,-13.568950273852584,-16.086155438633728,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.70635,51.480260977319034],[70.70626928173084,51.48025381419403],[70.70619498870701,51.48023289501021],[70.70613303470209,51.48019988495193],[70.70608835126637,51.480157411642594],[70.70606449517177,51.48010885597876],[70.70606336530201,51.480058083004195],[70.70608505152074,51.48000913424829],[70.70612782754137,51.47996590602021],[70.70618828835936,51.47993183926629],[70.70626162130101,51.479909645677225],[70.7063419891099,51.47990109184457],[70.7064229945783,51.47990685864572],[70.70649818974306,51.47992648704855],[70.70656158912098,51.4799584146486],[70.70660814613707,51.480000100031475],[70.70663415482711,51.480048225062305],[70.70663754484036,51.48009895900258],[70.70661804625801,51.48014826343256],[70.70657721110163,51.48019221370893],[70.70651828981275,51.480227311369696],[70.70644597252927,51.480250762618006],[70.70636601574942,51.48026070071563],[70.70635,51.480260977319034]]]}"
218,224,,,,,,,,,,-17.352838820221383,-23.15515339538227,,-28.32953847965198,-25.139374541039096,-23.531411929334464,-27.719474717279006,-20.44874865216525,-27.9418914378882,-27.38170139609061,-28.12484795685235,-28.520681579892155,,,,,,,,,,-13.180119475368054,-9.769076778730632,,-15.1007701204823,-14.126549406863512,-12.217509649088917,-15.961744197914301,-12.410013248051511,-13.452563978728708,-14.20655436083681,-17.059152360334732,-14.445425244208275,пшеница всходы,"{""type"":""Polygon"",""coordinates"":[[[70.724449,51.479866977319034],[70.72436828242816,51.479859814194036],[70.72429399004614,51.47983889501021],[70.72423203657644,51.479805884951936],[70.72418735352674,51.4797634116426],[70.7241634976382,51.47971485597877],[70.7241623677782,51.4796640830042],[70.72418405380958,51.4796151342483],[70.72422682946068,51.479571906020205],[70.72428728975636,51.47953783926629],[70.72436062206451,51.479515645677225],[70.72444098917913,51.47950709184455],[70.72452199394775,51.47951285864573],[70.72459718846291,51.479532487048544],[70.72466058729313,51.47956441464861],[70.72470714390703,51.479606100031475],[70.72473315237237,51.47965422506231],[70.72473654235633,51.47970495900258],[70.72471704394242,51.47975426343257],[70.7246762091388,51.47979821370893],[70.72461728835893,51.479833311369696],[70.72454497170018,51.479856762618006],[70.72446501561107,51.47986670071563],[70.724449,51.479866977319034]]]}"
219,225,,,,,,,,,,-19.772604729372663,-22.762429263069716,,-32.060441649994374,-26.19582312308309,-22.178015748511243,-22.02220883726863,-15.976243538812422,-20.90779302365523,-18.00881105348301,-16.9123166101363,-18.953047603972664,,,,,,,,,,-11.801928312506895,-10.981925859663304,,-14.588593168331842,-12.805863587377397,-10.755639104375966,-12.3665923421223,-7.785430695441632,-14.204636099862464,-12.5428052313469,-14.350457281712682,-15.314681779064816,пшеница,"{""type"":""Polygon"",""coordinates"":[[[70.746072,51.47563997731903],[70.74599128990823,51.47563281419403],[70.74591700441084,51.475611895010225],[70.74585505668234,51.47557888495196],[70.74581037777335,51.475536411642636],[70.7457865240955,51.47548785597882],[70.74578539434016,51.475437083004245],[70.74580707836185,51.475388134248334],[70.74584985004896,51.47534490602023],[70.74591030474183,51.475310839266314],[70.74598363025436,51.47528864567723],[70.74606398992147,51.47528009184457],[70.74614498718348,51.47528585864573],[70.74622017473045,51.47530548704856],[70.7462835676856,51.475337414648635],[70.74633011998509,51.47537910003152],[70.74635612604021,51.475427225062354],[70.74635951570998,51.47547795900263],[70.74634001910293,51.47552726343261],[70.74629918808341,51.47557121370897],[70.74624027276369,51.47560631136971],[70.74616796280651,51.47562976261801],[70.74608801412691,51.475639700715625],[70.746072,51.47563997731903]]]}"
